1991,-319015289
1991,-2000032125
1991,-1144006968
1991,-723348436
1991,603233469
1991,1771578219
1991,-1182829462
1991,-2019474478
1991,-1829353111
1991,2060619207
1991,1974806628
1991,1305750209
1991,-497818656
1991,-1454444134
1991,-1782420495
1991,2111060350
1991,-1699613492
1991,-27478717
1991,-1343000998
1991,-1192381918
1991,821968687
1991,2042585142
1991,251445146
1991,798042154
1991,-996858457
1991,-213528337
1991,-288980668
1991,-604755574
1991,-1543397389
1991,-456499676
1991,1346322852
1991,1626006791
1991,-393706315
1991,-1049143494
1991,-1344346843
1991,1032151494
1991,1148726137
1991,753833977
1991,1378107890
1991,-342877153
1991,-129914123
1991,1672094594
1991,-253865506
1991,549526454
1991,-957270126
1991,282524287
1991,-172220792
1991,-178792756
1991,2012177963
1991,-1270177635
1991,413977530
1991,-393775406
1991,-1035118829
1991,1615267127
1991,-850697199
1991,812143167
1991,1903824220
1991,-1312308397
1991,-265794589
1991,564572066
1991,-1134594474
1991,1649339601
1991,1165786716
1991,-1074649606
1991,2060051798
1991,248960225
1991,-1527711510
1991,1150430789
1991,2045052856
1991,-537817675
1991,-739837734
1991,28949078
1991,1137022246
1991,-1435103881
1991,-1487671485
1991,-126032661
1991,1604796441
1991,564539005
1991,-905031902
1991,-1981214978
1991,1157278367
1991,2058878651
1991,-1835623994
1991,1123090011
1991,-623418529
1991,-782232967
1991,1849314670
1991,333697394
1991,-1809699110
1991,211930693
1991,891591216
1991,-1740710802
1991,-1225252621
1991,2114313257
1991,97190171
1991,135775110
1991,-1745663312
1991,-89767903
1991,1013072288
1991,844981906
1991,-1703870
1991,1887616967
1991,-1897252563
1991,2080600544
1991,1358297922
1991,-1568173744
1991,-31090406
1991,1830135880
1991,-1898914499
1991,-1646557765
1991,29136584
1991,1055734397
1991,826791538
1991,-223731130
1991,1477966343
1991,663994277
1991,-1455917863
1991,-990814940
1991,326380984
1991,-1694194900
1991,159702887
1991,1579282797
1991,-1551747405
1991,1421286357
1991,691929488
1991,836533846
1991,-1612270358
1991,-270008303
1991,1699113741
1991,-435886687
1991,1246057166
1991,-189002860
1991,2128406495
1991,872979798
1991,277432049
1991,818440740
1991,-840297325
1991,-1379145549
1991,-1610494996
1991,-1407673421
1991,2044490438
1991,259861600
1991,1374925442
1991,-1650063952
1991,-829242901
1991,-1077095962
1991,1085239813
1991,212256153
1991,881631307
1991,352022114
1991,726489848
1991,-1000433452
1991,1083553869
1991,2115444853
1991,1546113013
1991,1869999551
1991,-1482686985
1991,-1747166850
1991,356886737
1991,-209161723
1991,1539686580
1991,-1153595893
1991,73737213
1991,-287460813
1991,1739887959
1991,-1411888756
1991,7997998
1991,-833380726
1991,1112431711
1991,-1646902967
1991,-898111424
1991,-1448343274
1991,-849483652
1991,-266173803
1991,-714374313
1991,-1645514497
1991,1141967186
1991,1086081091
1991,-1267406009
1991,-108482786
1991,1354890876
1991,813859673
1991,-630862027
1991,1376933843
1991,-508127534
1991,2036024067
1991,-589432706
1991,-1343756779
1991,840663023
1991,1347758026
1991,-1778774057
1991,-537787447
1991,-1410954771
1991,1284527621
1991,-632876876
1991,-1104772265
1991,-1598889102
1991,-962618481
1991,921636590
1991,-749085061
1991,2002162160
1991,1642708154
1991,1681535647
1991,-425111976
1991,1914743335
1991,-308405118
1991,80285264
1991,1944441042
1991,44305646
1991,877605893
1991,-2003061930
1991,907652892
1991,602582067
1991,-1955033806
1991,-565499784
1991,-725132913
1991,388602944
1991,-698534719
1991,722544341
1991,219786429
1991,1372484927
1991,1158076258
1991,1435779332
1991,-2094337082
1991,1648544000
1991,-537067976
1991,1982650492
1991,1946762217
1991,55226616
1991,516890248
1991,-1950776010
1991,1282657630
1991,-1062225780
1991,-2113703763
1991,1549783953
1991,1270275426
1991,859416463
1991,-878198193
1991,-2013234060
1991,-1027093102
1991,2047537417
1991,-874465324
1991,1156873145
1991,-1357542276
1991,-1131492806
1991,1269248277
1991,1763354825
1991,-1146754190
1991,-159175202
1991,-425015979
1991,-2020362877
1991,-2091778654
1991,1737052081
1991,1229687406
1991,2030352225
1991,25220195
1991,-850705355
1991,1745656652
1991,1729535709
1991,-991875887
1991,720232626
1991,-1241247329
1991,-563396335
1991,-694689125
1991,-1502472323
1991,-421239092
1991,-760817763
1991,-1721615334
1991,-719760259
1991,1652977700
1991,1622612684
1991,-1266130010
1991,1326751210
1991,-1432720809
1991,1383029241
1991,-1888640475
1991,956202328
1991,-1298544598
1991,1982019119
1991,-380555548
1991,-1961102093
1991,-1518684057
1991,727704335
1991,-1096046423
1991,-1419705076
1991,390174485
1991,-1652682250
1991,1338149896
1991,-1543928364
1991,-375669271
